,unique_id,0,1,2,3,4,5,6,7,8,9
33,2861,-8.60615,-6.80925,-10.242037,-2.206892,9.878428,22.00484,1.710367,-16.52182,6.5923157,4.5195923
34,35020,-1.8921928,-1.3101289,29.091946,6.416761,-6.6744485,-6.9158506,-6.497878,-3.5359516,5.0291486,-12.294672
35,51508,1.2190206,7.7022195,4.1630545,-4.147117,0.14499412,2.541605,10.874665,-13.375335,1.9234952,-10.386304
36,48166,-12.779354,-3.1726515,10.489407,6.8244724,0.53908175,-6.499464,-16.162025,17.088978,1.0009629,2.6991405
37,21408,-3.260322,-0.77634317,1.3191469,1.3327489,-3.0100834,3.9747162,-2.1156259,-4.682187,15.943546,-7.2417874
38,26781,-8.272268,0.4932856,2.803824,25.628658,-8.241061,2.7454276,-7.2937846,-3.29242,4.049059,-7.4326124
39,8412,-1.7989606,-0.5592119,-3.6465065,-9.8084345,16.746855,-3.2250643,-0.8190518,-1.2871531,1.3818184,4.658473
40,34177,23.124458,-10.691705,0.5121962,-8.665604,-3.6320727,-6.16171,4.757311,-7.5669527,7.7373943,1.6271033
41,21809,18.855566,-9.27658,-2.4185603,-3.3578048,-8.120134,1.9485784,-0.49445277,-3.0001605,1.9146677,3.9841635
42,5981,11.800184,-6.709752,-1.2851063,-4.263132,-2.4277203,0.51863575,0.33285457,-4.056164,0.3937461,6.276836
43,11560,0.41632882,1.0901468,17.093582,1.3191321,-10.674885,-4.3362255,-4.7612667,-0.49301285,3.685113,-4.7506022
44,21037,-12.474859,1.1422565,-2.346418,-5.3882694,16.922464,-0.53607154,-5.154949,6.8258524,4.8046675,-2.9276803
45,24693,16.164082,-3.6643379,2.062309,-6.949812,-4.2614107,-1.0314889,6.1822968,-7.3829427,2.4444423,0.08962073
46,50838,-4.114634,11.574192,-1.8127316,-5.656659,-0.21949597,0.048854068,3.3463612,-0.40808898,2.841992,-3.950438
47,6964,-6.1266866,-8.1465225,-11.37044,-0.5902564,10.232347,2.7513828,-10.84788,5.619805,-0.573782,20.427294
48,59012,20.35428,-11.708251,0.0011521764,-6.333702,-5.511171,-0.82302976,0.09666252,-2.6004238,6.833654,1.3743197
49,29887,20.213764,-4.9800587,-1.1789216,-8.543894,2.251901,-3.4920502,-0.5744303,-11.753223,6.943959,0.86791986
50,3484,-13.098638,1.6674905,-4.2416635,-5.0512276,13.191604,2.0576055,-9.815871,2.7876978,3.98919,7.8867354
51,59975,-4.56542,2.4986835,-3.2004578,-3.7116625,12.295851,-4.7620173,-3.4066281,1.2317129,3.2910762,1.9933549
52,5199,2.0701447,-5.2685595,1.3462621,0.51950157,-7.130741,2.576278,2.7818818,-14.011572,23.664452,-4.145406
53,35418,-14.315402,2.195384,-1.029197,-6.625251,20.564548,-2.3323517,-8.245705,7.635336,4.5439057,-1.1745772
54,13030,11.74951,-12.787114,-0.0031298213,-4.592308,-1.6373389,12.991008,1.4065418,-3.579861,0.99475944,-5.6333647
55,19077,-6.3090873,-7.258639,-7.9668846,11.351248,-5.1139703,20.858496,3.699954,-8.252741,-0.39112028,0.17547682
56,43027,-10.148275,-8.455344,4.2270713,23.873987,-16.169025,8.610179,-9.975434,3.2216187,6.4365554,0.77193296
57,22991,-17.378445,-4.711352,1.4191195,-7.298827,23.667727,-1.8791564,-10.581101,5.9505343,6.977555,5.241463
58,31958,-4.619283,5.817444,13.064817,1.6925673,4.600911,-2.0982974,-2.7326975,-3.0970469,-0.47647437,-10.931302
59,12034,-15.2003355,0.21931821,-2.6953142,-4.6979165,19.868559,1.6632471,-17.176529,3.086235,4.664933,9.291953
60,9009,-4.1121063,-3.9029715,-5.4357767,0.6297868,-8.189895,21.955147,-5.024063,-9.617102,7.7032776,5.650323
61,47349,-2.8890152,5.155238,4.9108753,2.2901587,-8.207641,-5.662216,-13.377337,15.304995,-0.5763023,4.113115
62,13478,-5.7336245,-4.0477805,-0.63170683,23.696756,-13.700025,2.5497642,-5.543212,-2.9690511,7.1628466,-0.7939014
63,2038,-5.9293056,-11.419977,-4.363429,1.9782538,-6.938063,26.309143,-0.44344264,-10.316468,6.4015317,4.929796
64,16826,1.658506,-12.791232,0.34372988,0.38796777,-5.2321153,0.8872161,3.6419501,-13.383237,21.174944,2.6587195
65,31592,-6.285649,14.422782,0.36789837,-3.6251216,3.6840124,-1.2896366,-3.6624646,-0.66244173,2.1516442,-4.9491324
66,38656,-2.9043498,-7.204161,-2.172365,3.3626852,-8.125208,12.745943,-0.73681945,5.525798,1.1290711,-1.1827546
67,34273,14.180618,-7.9455895,2.4739864,-3.9399805,-5.369162,0.76357746,7.090576,-9.813778,4.587208,-1.0360731
68,54887,0.9613612,2.545701,-0.33046922,-4.735945,3.310828,2.9474318,-11.126554,11.946148,-4.4813375,1.6750151
69,14030,-8.736996,-4.510403,8.321768,25.366941,-11.798671,3.1072392,-10.2107,2.3076782,5.615906,-7.8089175
70,13070,-4.0902014,-5.753212,-6.571709,5.67626,-6.6434393,15.860909,6.9226174,-10.569895,0.011338145,5.0759144
71,11085,-0.3469914,-0.71895605,-1.6161646,0.26196378,-1.1952907,3.5049164,-11.309194,13.781707,-4.908698,4.5788345
72,18069,-4.1571445,-7.65334,3.6957948,20.891548,-15.399863,5.6404667,-4.6803236,1.1689926,2.5073557,0.70558673
73,6192,-6.9114017,12.743181,-1.6288359,-3.4870756,1.8150901,1.1867044,0.93235534,-0.5681009,2.144093,-5.8730206
74,57446,-5.7211785,2.9650052,16.618563,6.2867155,-3.1425116,-5.467032,-4.2465563,4.1196537,-2.9899788,-7.4347324
75,52296,-6.407847,-5.8601594,-2.1939096,-1.1307826,-7.449109,9.991022,1.6290064,-11.183502,23.543303,0.007868193
76,11323,-13.869321,-1.5668991,-6.4957895,-3.1424952,21.759506,1.6195791,-17.812424,6.1767893,5.19606,8.268372
77,27133,-5.8248973,-5.6105475,0.10166444,21.083399,-9.945202,7.504678,-9.673394,-0.146241,4.9114003,-2.4670496
78,31232,0.8357952,2.3604867,-2.3492286,-1.4300385,-1.7267222,5.078283,14.254643,-12.335339,3.5221653,-7.6152177
79,24102,-2.711421,9.817857,3.6739151,-2.60043,2.0154717,-4.2584333,-4.4403176,1.9695276,1.0319148,-2.8038962
80,51379,1.0779238,2.980015,22.048256,0.008578479,-8.303294,-9.783475,-7.215913,2.2993863,1.794999,-5.4612937
81,50285,-10.383714,-4.8057613,-7.817362,-2.4702353,8.808103,2.7991078,-2.5627542,0.66099757,4.16914,13.23683
82,4545,-0.39985546,-0.7889864,2.6087773,5.733818,-9.516354,2.2784681,-15.820994,20.228317,-3.1720886,2.1206315
83,28355,-2.573163,10.902136,3.7627194,-5.3035707,1.8260533,-5.1158886,-1.5336301,0.37837547,3.207208,-4.5676064
84,58125,-0.3133833,-0.77070886,2.575203,4.8350544,-7.6093655,-0.19081847,-10.046756,14.854526,-3.3621037,2.6451786
85,19743,-11.581917,-12.880415,-6.872599,-2.8183737,8.144214,11.186067,-14.602335,6.785375,5.572942,18.125624
86,36450,3.6495001,-3.3769906,13.596914,-0.56811947,-4.3852463,-0.54614615,-5.8116055,3.915436,-0.105205625,-4.7374206
87,6301,0.83880526,-4.5760036,-5.3272295,-5.546731,6.658186,-0.94936764,-6.6840353,4.4540334,-0.3300254,11.763762
88,37713,-3.9132195,-0.17708546,2.4627907,6.9933324,-6.9862666,2.9088347,-16.92782,18.790627,-5.6878085,4.8686166
89,48368,0.10953173,10.654969,0.8166897,-3.619628,1.4016658,-1.5010126,1.5751517,-3.9278946,0.98765457,-4.9707203
90,32008,-4.3995585,-0.6587427,21.237898,1.759588,-1.7270807,-10.804286,-9.369657,10.813664,0.28977886,-5.9910417
91,17388,-1.6653255,-0.8619836,1.6939803,4.3418055,-5.8901443,1.2532547,-18.86211,20.625523,-0.64296234,3.7564516
92,35709,7.090547,-5.3282633,-4.295999,-2.7468953,-4.0265956,5.0765967,21.9468,-10.9435215,2.1395364,-7.656233
93,9300,-14.048566,-5.659687,1.8900462,24.22222,-3.0844033,4.2906065,-5.849593,-3.1703439,5.0553575,-2.6783278
94,14594,0.5074222,-4.411118,1.7696208,2.1368523,-5.2687464,-0.4969046,-11.893753,18.967451,-3.1230712,4.0973744
95,14623,-4.2937336,-3.1298983,-8.312731,0.17843777,-1.9244384,16.72126,1.664058,-1.985793,2.1279202,-1.9708747
96,24091,-0.8459,-2.6420708,-0.18337189,-0.9988788,-0.41958457,4.758891,20.287607,-12.103538,2.8195994,-9.320282
97,27930,-4.1238265,1.9029453,-2.870971,13.634558,-12.386046,12.961283,-9.04335,-0.20661466,3.4443848,-2.4035614
98,54032,5.69389,0.024357736,-3.7485907,-2.1988325,-2.547081,4.679696,8.580267,-3.9985704,0.1891034,-5.2374396
99,35941,-6.410542,-5.591535,-7.123082,0.8790315,6.8524394,5.726479,-9.604082,4.330739,-1.150717,13.189582
100,32472,-3.1935062,11.13822,3.613126,-5.649834,2.617245,-6.4779234,-0.60138094,0.6164841,3.44278,-3.7333488
101,11528,-4.5935025,0.30666476,1.4743714,0.63258237,-0.799336,-1.534632,-16.965927,19.355862,0.39256617,4.175698
102,49988,-6.4978275,-8.76242,-12.983765,-1.2853713,3.6573477,12.311749,-1.3462274,3.6375313,-3.7668421,15.200331
103,12859,-1.514729,-5.2900987,21.840584,3.1519854,-0.8007341,-8.822438,-3.493276,-5.1661487,11.38632,-6.1294045
104,15727,2.9158607,-1.7381248,-1.7720745,-1.4246476,1.9466339,0.39156896,16.51589,-11.26588,2.3278341,-6.550117
105,25673,2.5397196,-3.6814458,-2.2363598,-1.5081904,-1.6469272,6.3628726,22.1441,-12.565898,1.521031,-10.186468
106,59561,0.30836776,2.883783,-5.028653,-3.4524689,0.55971545,2.3003328,-11.902879,13.859727,-1.1631598,2.9230273
107,25276,-9.123041,-9.394576,1.0283532,0.004624903,-6.3145595,7.849981,5.771506,-9.545973,23.783575,-2.3150008
108,2428,-3.968357,-5.125971,-6.1137013,3.7536135,-3.52224,19.351002,8.774386,-13.399855,1.0006067,0.19370261
109,46608,-0.7639908,-10.708389,-3.7852795,6.7335253,-12.184932,19.928968,-0.54603225,-11.336136,7.832856,4.819469
110,58870,-6.617217,-10.137071,-4.2945337,1.2081504,-0.19578107,26.098835,1.4648011,-12.190372,6.494119,-0.10394446
111,44045,18.341976,-3.20973,2.0187476,-7.8198147,-2.1741133,-2.032792,2.5120745,-9.381968,5.477083,-1.1373061
112,18709,-7.5828567,-11.486905,-2.9728963,2.779561,1.7924436,6.289723,-10.652776,3.7249684,6.76635,12.076889
113,57233,5.357167,-1.9885533,-6.7983055,-7.8827333,4.8305416,3.5985646,20.68342,-9.870821,-1.8515714,-4.93535
114,5387,-0.23228773,-1.3049371,-0.6634534,2.5157003,-5.9602633,2.55221,-15.053704,18.04611,-1.9310454,4.4168687
115,18820,-4.744221,-5.7893443,-2.1607387,-3.4771452,3.9624608,-0.1110522,-9.920928,8.780037,-2.1627262,14.941046
116,25982,-5.285133,2.183441,3.817262,6.811294,-8.90673,-2.230352,-17.103535,19.15096,0.14136818,3.9079854
117,40509,-1.1244955,10.281747,1.8018486,-5.0050755,1.2153438,-3.8853245,1.7515776,-2.225929,2.601884,-4.2842307
118,29240,-4.149514,0.26933092,17.286476,7.512661,-4.8074684,-5.176435,-9.559345,7.4491143,-2.307326,-5.1576066
119,16851,-7.1862044,-0.5639573,-3.1093695,-1.6182153,15.394922,-2.7825835,-9.759913,4.1591916,-2.042266,8.623707
120,49513,-14.5399475,0.935234,6.815333,-2.9786115,18.447594,-1.4881878,-9.018432,8.043621,0.6585469,-5.4255342
121,41619,-14.295323,0.8537795,-1.269194,23.966837,-8.262816,13.456361,-12.984626,-1.4486558,1.4608449,0.74550927
122,29349,-3.2895439,-9.392758,-6.961795,-4.2402763,7.059887,5.2288694,-13.19526,4.7616377,3.0063903,17.463682
123,30353,-3.3256855,-4.479986,17.597881,4.677354,-2.9317727,-2.7545562,-0.47098655,-5.1813726,4.07408,-5.546636
124,33420,-7.3144603,-5.969442,-6.8475294,2.836282,-4.455303,21.534126,-2.965491,-6.106516,1.4866251,7.084927
125,48391,-6.082928,-0.08424717,20.670547,8.48538,-5.015353,-11.738826,-7.6931753,9.043961,0.47560468,-5.736954
126,6224,-2.766059,2.8840659,4.2504854,3.0399098,-7.155586,-2.515978,-12.164556,16.115946,-2.4356556,2.945563
127,48210,13.952721,-4.8151307,4.697798,-7.304146,-5.4901333,-1.3599588,1.0680461,-4.4621572,3.665526,1.0153625
128,32735,0.03752533,-7.081643,9.73323,8.3875475,-14.527351,-1.6955886,-5.187259,-4.624309,15.278366,0.42309597
129,723,-2.6323626,-1.1066568,4.5331326,2.284475,-4.7316914,-1.2900748,-14.288764,16.362503,-3.0975456,4.352258
130,54147,-14.647585,-2.4512386,6.309096,24.13025,-8.546039,2.8598516,-12.800132,3.0879385,3.857523,-0.42685124
131,37269,17.61693,-5.595802,5.430007,-9.078626,0.78170043,-3.300196,7.0735426,-12.984737,3.1215315,-0.8323184
132,29650,-3.0771294,-8.501028,3.2105234,16.70882,-11.050248,1.3256073,0.20648926,-0.8163424,6.3871555,-2.3020318
133,21230,-2.7249722,12.44982,-0.43047222,-9.62944,2.1388628,-1.5847291,0.5520902,1.2979572,2.74966,-4.156841
134,39711,-2.774795,10.981209,2.5845752,-5.832798,1.8659703,-7.3877535,-1.3925533,2.1687472,4.0453253,-3.382663
135,56068,-6.018686,-3.4968069,0.54092515,-1.6445518,-9.058362,7.598273,4.6615314,-13.856504,26.418827,-3.00723
136,24616,2.9804664,-6.0070033,-5.226123,-9.04196,7.3522277,1.7709736,14.256674,-0.47089761,-0.13643345,-4.157967
137,6391,-1.3698076,6.2413254,12.80452,2.7502282,-4.023287,-3.3089797,-1.5620234,-5.9255924,1.0940124,-5.177217
138,21592,-5.2685456,-4.1301255,-4.323639,-2.1608858,8.09698,-2.528557,-12.316663,4.8351555,2.1915014,16.932281
139,40877,17.38948,-10.466603,-0.97569215,-6.512353,-8.235913,3.4642582,6.535749,-5.7162867,3.2102141,-0.30579314
140,49903,15.663082,-3.5531838,4.808401,-6.316469,-3.1516826,-0.59809816,1.3724492,-5.108818,2.176774,-3.2816346
141,36260,14.747875,-4.917295,2.5183787,-7.194765,-2.6769125,-2.922483,4.056112,-5.6941977,5.031216,-2.1173673
142,44046,-7.684962,14.347337,8.655196,3.8120167,-4.795902,-2.005936,-10.504775,2.4611242,-0.24034485,-3.9206288
143,44397,-12.358288,-0.68027395,6.800731,22.07555,-7.0612373,9.288888,-10.980737,-3.8788924,-0.7785548,-0.40995762
144,9690,1.5237358,-10.254478,-6.3415794,-3.1431932,-3.1063817,17.362831,13.885952,-13.280158,4.8744216,0.5114869
145,14884,-11.535937,-8.665008,-6.4509764,0.7548478,3.2802942,8.834294,-9.088185,4.5604553,3.1548853,16.20342
146,6336,-2.5187776,2.5842593,-6.796379,-7.332859,13.133613,-2.2597795,-1.3693936,1.583983,-0.4280154,4.335419
147,21353,16.733723,-5.533767,-1.3218378,-4.932177,-1.4606144,-0.035839066,-1.0004897,-2.4072907,1.9036013,0.62314355
148,39921,-8.01785,-1.9235256,11.628352,6.456213,1.2489948,0.66381496,-6.553477,2.4861822,-4.171031,-0.27032754
149,54732,3.1225817,0.3982495,5.5171924,2.8836703,-7.3996167,-1.2760559,-16.112206,17.458786,-3.1373143,1.4207361
150,54240,-0.36729357,9.706161,15.647575,1.3958833,-8.816201,-7.6790013,-9.422051,3.0546813,0.091252476,-3.911405
151,10046,-0.06818959,0.81945676,1.6656843,2.9590476,-6.085224,0.08601911,-11.838784,14.893547,-3.7586598,4.0548477
152,51742,-3.4511557,12.161897,1.5363606,-7.064925,1.1057239,-1.5966129,2.2355216,-1.0798417,1.929777,-4.308334
153,197,-4.052634,-2.0638936,2.4708097,0.12053496,-3.2330234,-0.10971521,-2.4111023,-12.071484,21.91387,1.6345763
154,10691,19.881058,-9.077501,3.6060526,-12.007435,-1.2133619,-0.71489096,2.4491756,-7.2101774,7.304513,0.98054564
155,41204,4.776438,-4.8140655,13.8074045,8.478836,-8.268596,0.22978012,-6.9775643,6.0835485,-3.436991,-8.182829
156,10640,-6.11871,3.0968034,3.5163667,7.442625,-7.8683634,-2.4802935,-15.249467,19.703945,-2.3923428,2.9527493
157,54395,-2.7358518,-0.11785251,19.26558,6.323065,-0.5751273,-5.200448,-9.434083,4.2555866,-4.1333456,-6.112071
158,48687,-10.02495,-10.789351,-9.47267,8.870875,1.870318,21.029966,5.3674264,-14.107706,4.89257,3.6202426
159,15593,-2.0743735,-13.490609,-5.2209706,-5.5673103,5.5317564,7.097004,-3.0588913,1.5364462,2.5868773,14.042891
160,26011,-2.3361464,-1.1916852,17.126034,5.8439636,-9.526961,-3.4384637,-5.481887,2.808899,0.9703773,-3.9472888
161,24296,-16.553299,-0.54616064,-6.5313797,-2.127159,23.375195,-2.1051507,-12.614188,1.6767422,5.6032777,10.493118
162,13307,-4.5319386,11.105842,3.7436538,-2.7465959,2.5934324,-8.180419,-1.1711979,0.8853713,2.9148734,-3.6099463
163,29237,6.6844096,-1.9647038,-0.46476075,11.249501,-7.781386,3.296548,0.38473785,-11.362008,4.193323,-1.3714274
164,12735,2.1578536,-0.8988548,-1.0636123,-8.9992485,4.5738974,4.001369,19.056568,-10.768951,-2.0241501,-5.8534474
165,15248,-1.3681867,-7.9931426,7.9428797,6.097969,-5.513324,-6.923608,-3.8215227,-9.661682,22.24579,0.8082905
166,30566,3.2173543,-11.9270735,-0.35454997,-0.49372256,-3.7460413,15.821351,3.704006,-9.626719,8.606098,-3.7874305
167,24106,-4.604834,-6.130037,-2.8239682,-2.9511547,-6.960573,16.684582,1.9092588,-7.8085065,6.538054,3.921337
168,33034,-1.0355275,1.0177853,0.65962124,1.0839217,-3.2019079,5.6378593,12.0039835,-9.829085,4.8465652,-9.969968
169,949,16.1405,-5.85033,2.9718306,-7.2983193,-1.6121044,-5.6195784,2.2943203,-5.635084,3.0263753,3.65753
170,53115,-3.5107973,-11.642125,1.3667351,3.5872962,0.33716756,4.469708,-1.7426419,-11.189039,18.401106,3.173837
171,17350,-2.619945,0.7996577,2.2856932,3.5166478,-5.215948,0.3880545,-14.039421,14.813797,-3.130743,5.0060115
172,42157,8.906556,-2.0656362,1.2362016,-4.4884863,0.5214906,0.44097126,2.529781,-5.6407337,1.9674875,-0.28444698
173,38080,-0.052371826,-1.9252949,11.603541,0.022262156,1.4055411,2.8388023,-6.312375,-4.783062,3.2680302,-4.2492266
174,40622,-9.3835745,0.8155288,11.694099,5.190693,-0.97923666,-5.7499757,-3.3778377,1.0264269,5.821478,-3.2804081
175,37194,-1.6967585,-6.8107724,-2.2154753,-4.1160545,-2.0852177,12.319219,17.104622,-13.18631,7.116184,-4.7315717
176,2179,-12.016942,-1.3028417,-0.49548754,20.851675,-6.4262276,11.440977,-16.124039,3.16221,-3.5009947,5.9843903
177,18532,-0.86373156,0.49325722,6.1784277,4.1042376,-9.590186,-2.1768126,-13.970035,16.581608,-1.2573012,3.918895
178,33346,-11.8376465,0.107489884,0.59876835,-5.9685483,19.205364,1.5825217,-15.256048,2.8112245,2.5076537,5.9597116
179,26621,-0.8227126,-9.008091,-10.509561,3.8641872,-2.823981,20.980679,1.8780375,-14.211843,3.4084053,6.3412232
180,36899,-9.0007,-3.9683735,1.596449,27.969725,-10.580491,8.988662,-9.59344,1.4938928,-1.8551859,-2.4768507
181,13092,-0.77981406,-7.8351245,-2.160038,3.8635063,-14.829082,16.03747,-0.14097661,-6.6318407,8.497732,3.6063588
182,58463,-4.354997,0.92726415,-6.184859,-7.552286,25.530605,-5.9825497,-5.8431616,1.4885794,-1.6596235,3.7015462
183,1193,3.727888,-11.419911,2.188146,0.1946612,-5.590877,-3.720113,0.41471517,-7.812811,18.637976,5.476837
184,58178,-8.279161,-11.023147,2.3764408,1.9172058,-4.4960284,2.7528074,-7.863302,-10.918029,31.53045,5.180818
185,26430,-6.127461,-10.16951,-4.22486,3.4074109,2.3483613,5.1468205,-9.571484,6.4794583,2.498623,11.693916
186,50514,-4.083744,4.3895187,2.69342,7.2281327,1.8578616,2.170267,-4.284854,-12.79451,12.711915,-7.9756503
187,9279,-1.5099666,-0.19803077,4.9238424,9.584426,-3.8064568,6.8414884,-12.579733,0.46168834,-2.306669,0.11969461
188,6921,-6.3310275,-0.2523443,21.306248,5.818274,0.7323105,-8.276145,-6.648326,7.9809732,-4.282237,-6.870936
189,17082,-14.625307,-1.4124994,13.759366,12.919643,-3.4426389,-4.6775317,-10.880857,5.526409,4.56089,-1.382078
190,58716,-2.225875,-3.0223348,2.6669867,-0.6415672,-6.526882,-1.3668455,-1.9885871,-9.821781,23.961956,-1.4976183
191,20625,12.072726,-3.2038314,-0.9746593,-5.8708744,-0.35250074,2.6827154,4.3795886,-9.4808235,3.396291,-0.028392889
192,35090,0.026066812,5.523681,17.671642,2.33532,-13.828316,-8.953861,-5.4719687,0.090906754,7.8015156,-2.9227672
193,38685,-4.445458,-9.179925,-0.6676768,3.4834626,-2.7345011,3.3909585,-8.30173,-6.461512,22.758245,5.004191
194,1379,-9.686777,-1.0917034,-0.9341322,-7.612781,20.220505,-2.5027564,-13.502268,6.3850765,2.9925947,5.7053695
195,58701,-0.2502119,-1.1455939,-5.1322584,-0.47514188,0.27382493,1.0213237,-9.9945135,14.501198,-4.758654,7.765707
196,2486,2.8558502,-8.237816,-3.8668084,-5.4563203,-5.900443,10.233359,22.228828,-16.02313,8.78441,-4.3361645
197,14365,-7.2471094,-11.652168,-2.2688143,-3.9652166,2.4521856,7.23597,-15.868065,8.63339,6.2683334,17.68115
198,16660,-6.9316278,13.058638,0.09280373,-4.555587,4.181072,-2.5218143,-7.7925043,3.9804685,2.2657535,-0.2570065
199,21618,-5.775822,9.812793,-0.3914158,-2.7950532,4.634999,0.98225474,-1.4382927,-1.5844228,0.32615808,-3.4517744
200,5068,3.3048291,-7.1320586,1.9053212,-3.619841,-5.25977,8.1135645,-3.272988,8.736542,-0.9014596,-0.9307151
201,37195,3.687037,-4.4061217,-2.2161152,-2.3552384,-3.7431357,4.6756706,14.986341,-13.178789,5.836703,-2.225363
202,2639,-5.45401,-2.670226,-9.755863,1.0904572,1.1775631,16.919674,-4.053844,-5.707838,3.4564085,5.545882
203,5893,-6.1073203,-10.69232,-4.306535,-1.9422383,7.460913,1.703491,-12.684798,7.336562,3.5446208,15.502062
204,55555,3.748482,1.4899983,3.9793398,-1.7307239,-3.8417757,-1.3015828,-5.712961,-8.240023,14.728882,-1.7592264
205,24322,-1.4313949,9.930905,5.0282598,-1.7347927,-0.66487616,-5.3223877,1.136358,-3.5972223,5.119752,-6.1044397
206,9795,-14.057781,-1.7617655,-4.198123,-2.218139,18.500889,-0.9546702,-7.877925,7.36198,4.187288,0.8747052
207,41529,2.3490288,-3.5421097,5.8344493,2.9849415,-2.964571,-1.0863419,-2.5734856,-9.286387,14.7372,-3.6985965
208,39150,-0.28193673,-0.5263936,-4.221447,-1.1608214,-0.58567435,1.5808454,-12.544847,17.98807,-4.9072914,5.4582047
209,31344,3.0841475,-14.331921,-3.1658652,0.03605002,-6.583798,22.511421,3.817268,-10.929085,13.772703,-6.627683
210,41672,-4.232546,4.9008136,18.331463,2.515087,-9.303676,-9.854173,-0.94168895,2.4006844,3.615755,-6.35815
