,unique_id,0
239,56437,3
240,37916,4
241,34654,6
242,13326,9
243,14299,7
244,29060,2
245,34302,0
246,18086,7
247,10589,5
248,28407,2
249,26721,7
250,35391,7
251,22245,0
252,11393,5
253,21069,0
254,51159,6
255,30954,4
256,21667,6
257,11735,1
258,7719,2
259,58698,9
260,51849,2
261,49922,5
262,21778,8
263,52884,8
264,35140,6
265,3461,0
266,56766,0
267,41604,7
268,45711,5
269,44883,0
270,58063,2
271,42769,1
272,25967,5
273,36177,7
274,2471,9
275,12996,5
276,9574,6
277,29580,9
278,3550,3
279,35611,5
280,28555,2
281,48535,4
282,21935,4
283,12876,6
284,3951,7
285,17913,4
286,43492,3
287,16824,8
288,8221,8
289,12406,9
290,37316,8
291,6358,7
292,57743,5
293,53128,8
294,52443,7
295,35556,9
296,26892,1
297,25035,6
298,2218,0
299,37882,1
300,24248,3
301,33469,2
302,25953,0
303,23874,5
304,5059,7
305,59701,5
306,16092,5
307,51054,3
308,55065,0
309,29181,3
310,10546,5
311,3787,9
312,27144,7
313,4264,4
314,27348,8
315,30418,8
316,39584,4
317,53148,6
318,27980,4
319,54329,1
320,40825,0
321,54888,3
322,19537,9
323,57634,0
324,36392,9
325,48932,3
326,50478,2
327,52015,4
328,35078,4
329,33212,9
330,965,0
331,33840,3
332,12398,4
333,49547,9
334,35517,6
335,27778,5
336,41638,1
337,10103,4
338,33243,1
339,22205,5
340,42416,7
341,7012,0
342,55067,1
343,23221,3
344,4885,5
345,6320,0
346,5137,9
347,34121,6
348,46207,6
349,57121,8
350,20365,1
351,38574,0
352,52873,4
353,14538,4
354,17556,6
355,39100,3
356,27900,0
357,10529,9
358,58579,4
359,17149,0
360,43504,8
361,15200,7
362,48767,2
363,32094,4
364,53004,1
365,41696,0
366,24895,1
367,37541,9
368,41680,4
369,8262,0
370,15848,3
371,40945,8
372,39788,0
373,54985,0
374,3302,9
375,10696,3
376,48216,4
377,26551,6
378,52942,2
379,56753,9
380,34409,4
381,39759,2
382,20930,2
383,39623,0
384,51671,1
385,19992,9
386,16418,1
387,43001,9
388,17018,4
389,23416,6
390,47578,2
391,51160,8
392,9674,1
393,13247,9
394,2328,5
395,9144,6
396,33907,9
397,37448,5
398,37569,3
399,56174,0
400,7064,6
401,10282,3
402,44818,7
403,6011,5
404,31170,9
405,38364,0
406,21594,1
407,41377,9
408,11147,2
409,50504,2
410,6382,9
411,3327,6
412,13946,5
413,1130,3
414,14772,8
415,2807,1
416,56403,2
417,47477,4
418,19379,7
419,31998,6
420,57032,7
421,53008,2
422,13955,0
423,19271,2
424,26278,9
425,10208,9
426,17119,9
427,38985,1
428,52990,1
429,14570,6
430,57553,5
431,26598,1
432,7418,7
433,4495,5
434,18875,5
435,1820,9
436,40790,1
437,4969,5
438,42801,0
439,33146,3
440,1804,8
441,41148,7
442,45838,2
443,43835,4
444,126,6
445,37341,5
446,21072,9
447,52381,1
448,19337,3
449,20247,2
450,13594,5
451,21539,3
452,22536,3
453,2208,4
454,31120,9
455,9499,7
456,40803,0
457,58708,7
458,14947,4
459,33167,6
460,19365,8
461,14763,2
462,1209,0
463,22325,1
464,43230,3
465,30977,9
466,15260,7
467,22599,5
468,16726,6
469,53960,3
470,26950,9
471,52710,1
472,4268,6
473,33175,1
474,5056,5
475,15964,1
476,50289,6
477,41830,2
478,22144,0
479,16875,4
480,7850,1
481,16058,2
482,53193,5
483,31900,5
484,17786,2
485,55609,1
486,56672,8
487,50544,9
488,36183,0
489,23557,0
490,37666,6
491,4731,1
492,35748,4
493,39020,2
494,58224,6
495,51259,0
496,58687,7
497,51444,5
498,16565,1
499,34713,3
500,28400,6
501,58514,4
502,18651,2
503,54557,1
504,25308,7
505,45365,3
506,2815,9
507,51537,7
508,48345,5
509,46012,1
510,4084,8
511,16562,1
512,26356,7
513,12297,9
514,38063,8
515,30347,8
516,54972,3
517,39023,0
518,24997,2
519,42256,6
520,3356,5
521,58260,1
522,36174,4
523,19615,3
524,48168,0
525,27425,8
526,24057,9
527,18386,2
528,4059,6
529,51652,4
530,8281,4
531,39801,0
532,44500,7
533,50879,4
534,27879,1
535,3030,9
536,38632,9
537,58829,0
538,50157,0
539,46761,4
540,35253,8
541,51014,8
542,633,0
543,49303,8
544,14559,0
545,50098,6
546,34319,8
547,31095,0
548,8031,8
549,46506,3
550,49243,0
551,9195,0
552,28234,2
553,16854,9
554,3511,9
555,9759,3
556,50829,1
557,12010,8
558,41501,9
559,43888,9
560,25737,4
561,13219,8
562,518,7
563,55538,4
564,27067,3
565,31122,1
566,4454,4
567,14653,2
568,37594,4
569,17061,9
570,35828,6
571,36678,9
572,13333,7
573,13470,1
574,59599,4
575,33867,7
576,17150,6
577,988,4
578,26299,6
579,2090,7
580,56306,5
581,38555,6
582,2319,7
583,47714,0
584,46774,5
585,3064,2
586,11137,7
587,8000,0
588,57595,0
589,51624,6
590,51614,2
591,34878,9
592,31245,1
593,14352,3
594,3549,1
595,41982,9
596,52482,6
597,55042,5
598,32724,5
599,30154,7
600,21695,3
601,27522,7
602,21631,9
603,53439,4
604,1348,3
605,27193,5
606,11503,2
607,57774,7
608,32847,3
609,18877,4
610,56269,5
611,18353,8
612,53564,4
613,9241,8
614,28318,1
615,18049,3
616,25138,2
617,30316,4
618,57797,1
619,18939,3
620,17177,7
621,35107,0
622,51710,1
623,50636,4
624,29972,3
625,3002,8
626,59553,5
627,32924,7
628,18818,7
629,38358,9
630,51105,8
631,59898,0
632,32125,4
633,36341,5
634,11416,9
635,44081,9
636,32362,5
637,35735,9
638,36008,8
639,6263,9
640,13523,2
641,8526,6
642,30477,2
643,50976,3
644,35881,3
645,13210,6
646,47742,3
647,59628,2
648,25053,4
649,17843,6
650,28123,3
651,38645,4
652,26783,3
653,9183,3
654,57770,6
655,10466,3
656,53484,1
657,46664,1
658,23655,5
659,19203,0
660,35031,2
661,29415,3
662,51174,7
663,18853,1
664,4732,6
665,31688,2
666,14215,2
667,56248,0
668,50308,3
669,39387,7
670,52869,2
671,23258,6
672,28412,0
673,43580,8
674,21787,9
675,54722,3
676,24657,8
677,8816,3
678,36085,1
679,37601,2
680,18681,7
681,41578,8
682,18343,3
683,45141,6
684,11481,3
685,35380,9
686,24523,6
687,29377,1
688,53160,1
689,54958,8
690,48921,5
691,32685,3
692,43576,2
693,39934,6
694,2418,2
695,18165,1
696,34678,8
697,242,3
698,29828,1
699,52558,0
700,51636,7
701,45209,6
702,16042,8
703,28296,0
704,49002,1
705,41493,7
706,38096,7
707,8891,1
708,43012,3
709,15414,9
710,5319,0
711,55963,1
712,41395,9
713,42003,8
714,5987,3
715,24412,7
716,32319,3
717,3954,1
718,42849,1
719,58725,7
720,19389,4
721,56065,2
722,55539,9
723,18867,4
724,23100,9
725,31183,3
726,7897,2
727,18218,3
728,45691,7
729,8683,6
730,57080,8
731,52918,6
732,32340,4
733,4848,8
734,45588,1
735,40001,7
736,1312,3
737,52988,4
738,27720,0
739,24378,4
740,50701,9
741,16264,7
742,38005,9
743,2887,2
744,55505,1
745,4220,0
746,17114,7
747,21575,1
748,164,4
749,33821,2
750,18710,8
751,12129,2
752,33046,5
753,24031,6
754,39687,7
755,17233,8
756,33321,5
757,56253,7
758,43172,2
759,18288,8
760,15487,8
761,38863,8
762,52552,1
763,18685,8
764,26884,6
765,21389,8
766,49958,7
767,26816,4
768,4349,6
769,38357,1
770,26072,1
771,15805,1
772,31495,5
773,28277,5
774,46022,4
775,10053,6
776,18319,0
777,14361,3
778,19815,2
779,12221,1
780,12190,8
781,44091,4
782,34323,2
783,54505,8
784,33385,1
785,1612,9
786,56552,6
787,11630,1
788,38687,3
789,40019,6
790,25596,1
791,35073,3
792,33972,5
793,45874,8
794,45063,1
795,16449,2
796,19477,9
797,24054,9
798,26224,2
799,4436,4
800,49497,0
801,17888,1
802,7902,5
803,22317,0
804,9070,9
805,48220,2
806,51864,8
807,58154,5
808,21170,3
809,16587,3
810,17540,1
811,29242,1
812,2656,6
813,57285,7
814,59227,4
815,6650,7
816,27655,6
817,540,3
818,29508,7
819,32816,9
820,28067,2
821,43111,5
822,8628,6
823,16733,5
824,18912,1
825,273,5
826,10975,0
827,35824,9
828,49157,3
829,39958,5
830,7361,6
831,42860,9
832,19509,7
833,31314,0
834,20357,0
835,17977,0
836,12935,4
837,31825,3
838,43051,8
839,27059,7
840,58886,1
841,17293,0
842,51438,6
843,50518,0
844,51511,5
845,23376,8
846,36565,8
847,14269,0
848,26472,6
849,36837,4
850,27919,4
851,27390,6
852,44281,1
853,1833,7
854,48953,4
855,27501,1
856,48235,4
857,6596,4
858,4878,3
859,38585,1
860,57622,6
861,24118,2
862,45993,2
863,3008,7
864,53441,7
865,43743,2
866,5441,7
867,29147,6
868,50123,0
869,11492,5
870,27102,4
871,44503,6
872,2463,3
873,44490,2
874,4529,5
875,24521,8
876,30995,6
877,40250,9
878,5620,5
879,18785,3
880,30584,8
881,5598,5
882,823,8
883,27966,9
884,18235,1
885,5461,0
886,37255,8
887,56894,8
888,7638,8
889,58876,1
890,45875,5
891,57084,8
892,50455,7
893,2775,5
894,25888,7
895,39291,8
896,36338,3
897,24891,9
898,54316,6
899,56842,8
900,9076,8
901,19257,7
902,55849,9
903,45476,0
904,13627,2
905,19691,1
906,14304,8
907,3110,4
908,7251,9
909,56448,3
910,14218,5
911,28909,1
912,2798,9
913,19406,4
914,27645,3
915,44217,6
916,54784,1
917,12103,0
918,14175,4
919,27252,2
920,32493,0
921,12972,4
922,59838,8
923,36512,7
924,17674,9
925,22986,6
926,7295,3
927,2857,5
928,25921,0
929,29025,2
930,23932,7
931,31795,5
932,13872,0
933,43091,8
934,8414,5
935,19722,6
936,37871,7
937,40214,7
938,33691,2
939,55062,3
940,20831,2
941,32451,9
942,34028,4
943,33207,6
944,2658,7
945,3664,8
946,58291,6
947,59803,8
948,11466,6
949,46903,6
950,8382,1
951,13735,2
952,19215,3
953,47894,9
954,16957,6
955,59922,4
956,37727,2
957,42239,4
958,620,5
959,37161,3
960,20888,1
961,27994,8
962,11170,7
963,26083,2
964,33410,6
965,4561,1
966,29439,6
967,14730,8
968,37675,6
969,29339,4
970,46019,5
971,20471,0
972,21498,1
973,589,9
974,22111,0
975,56896,9
976,28728,6
977,3105,2
978,44675,0
979,6487,7
980,5469,0
981,55071,3
982,58100,8
983,32209,3
984,21397,5
985,8441,8
986,13991,5
987,26225,1
988,927,0
989,53183,7
990,17151,1
991,57135,4
992,19988,8
993,59930,3
994,56028,7
995,44813,1
996,19915,0
997,1375,1
998,53260,4
999,32678,2
